,Date,Quarter,Year,Market_id,AveragePrice,Total_vol,Small_vol,Large_vol,XLarge_vol,Type
6280,7/31/2016,Q3,2016,25,1.41,5187.23,553.48,5.7,0.0,organic
6281,7/24/2016,Q3,2016,25,1.41,4106.49,588.36,0.0,0.0,organic
6282,7/17/2016,Q3,2016,25,1.34,5190.83,686.39,0.0,0.0,organic
6283,7/10/2016,Q3,2016,25,1.3,4258.8,554.26,0.0,0.0,organic
6284,7/3/2016,Q3,2016,25,1.18,3290.05,421.33,11.44,0.0,organic
6285,7/30/2017,Q3,2017,25,1.25,5816.2,228.57,118.74,0.0,organic
6286,7/23/2017,Q3,2017,25,1.28,2327.42,102.75,55.78,0.0,organic
6287,7/16/2017,Q3,2017,25,1.23,5447.12,157.91,128.12,0.0,organic
6288,7/9/2017,Q3,2017,25,1.76,1942.28,103.74,367.42,0.0,organic
6289,7/2/2017,Q3,2017,25,1.89,2700.26,183.02,838.35,0.0,organic
6290,7/26/2015,Q3,2015,26,1.28,1211731.19,19228.22,910716.77,1321.69,conventional
6291,7/19/2015,Q3,2015,26,1.37,1251919.24,20811.41,923816.05,2324.14,conventional
6292,7/12/2015,Q3,2015,26,1.27,1338282.24,22742.33,956051.1,5130.14,conventional
6293,7/5/2015,Q3,2015,26,1.18,1666825.63,23947.74,1290776.67,5470.64,conventional
6294,7/31/2016,Q3,2016,26,1.7,1122162.86,16312.56,609412.65,21053.58,conventional
6295,7/24/2016,Q3,2016,26,1.68,1180373.67,14628.74,650141.77,22932.6,conventional
6296,7/17/2016,Q3,2016,26,1.64,1076259.08,12881.29,611445.16,28823.32,conventional
6297,7/10/2016,Q3,2016,26,1.51,1266199.75,15424.35,700324.85,38821.41,conventional
6298,7/3/2016,Q3,2016,26,1.53,1280725.34,14732.72,746733.25,49981.26,conventional
6299,7/30/2017,Q3,2017,26,1.52,1306226.34,63098.74,856414.09,3849.65,conventional
6300,7/23/2017,Q3,2017,26,1.55,1306877.98,63537.04,830714.94,3112.43,conventional
6301,7/16/2017,Q3,2017,26,1.57,1327763.45,71450.18,859372.14,3388.19,conventional
6302,7/9/2017,Q3,2017,26,1.63,1442667.56,82965.35,800414.02,3563.36,conventional
6303,7/2/2017,Q3,2017,26,1.72,1304560.72,56685.05,733184.24,3145.41,conventional
6304,7/26/2015,Q3,2015,26,1.91,12784.61,2931.11,8850.03,45.12,organic
6305,7/19/2015,Q3,2015,26,2.2,13745.4,2236.68,9080.28,68.2,organic
6306,7/12/2015,Q3,2015,26,2.02,10799.02,2075.8,8167.79,53.34,organic
6307,7/5/2015,Q3,2015,26,2.24,9519.72,1816.12,6858.33,123.46,organic
6308,7/31/2016,Q3,2016,26,2.41,24047.65,3526.76,14455.51,1723.03,organic
6309,7/24/2016,Q3,2016,26,2.32,29300.63,3376.77,15393.58,2405.74,organic
6310,7/17/2016,Q3,2016,26,2.4,55607.08,4034.86,16488.14,2929.81,organic
6311,7/10/2016,Q3,2016,26,2.33,50300.29,4834.52,19429.86,2346.9,organic
6312,7/3/2016,Q3,2016,26,2.28,46314.26,4225.62,20280.75,1935.42,organic
6313,7/30/2017,Q3,2017,26,1.88,71035.9,3407.72,17677.84,285.56,organic
6314,7/23/2017,Q3,2017,26,1.85,87888.29,5573.31,20491.42,1314.87,organic
6315,7/16/2017,Q3,2017,26,1.79,80280.09,7856.39,19545.1,2330.29,organic
6316,7/9/2017,Q3,2017,26,2.48,59563.6,3895.32,21115.87,1931.13,organic
6317,7/2/2017,Q3,2017,26,2.44,63800.15,5739.89,25934.55,1805.76,organic
6318,7/26/2015,Q3,2015,27,1.22,239841.95,128204.96,51179.38,71.27,conventional
6319,7/19/2015,Q3,2015,27,0.98,363733.15,226313.4,57749.18,61.06,conventional
6320,7/12/2015,Q3,2015,27,1.22,245528.89,133073.61,53986.68,73.35,conventional
6321,7/5/2015,Q3,2015,27,0.97,420329.35,258450.62,66371.81,83.04,conventional
6322,7/31/2016,Q3,2016,27,1.24,320002.63,137791.44,80412.78,90.9,conventional
6323,7/24/2016,Q3,2016,27,1.22,336366.84,145903.25,92078.03,142.03,conventional
6324,7/17/2016,Q3,2016,27,1.17,348318.4,141751.9,90770.24,104.87,conventional
6325,7/10/2016,Q3,2016,27,1.17,341532.31,143563.56,84546.81,129.52,conventional
6326,7/3/2016,Q3,2016,27,0.93,553640.36,277838.49,118092.73,278.53,conventional
6327,7/30/2017,Q3,2017,27,1.4,321422.84,208380.73,32846.09,204.32,conventional
6328,7/23/2017,Q3,2017,27,1.38,361733.69,237300.29,33319.21,196.65,conventional
6329,7/16/2017,Q3,2017,27,1.42,331752.25,202249.93,34024.62,218.32,conventional
6330,7/9/2017,Q3,2017,27,1.4,343076.46,207541.44,33999.04,126.06,conventional
6331,7/2/2017,Q3,2017,27,1.4,414176.6,247137.41,50254.8,190.22,conventional
6332,7/26/2015,Q3,2015,27,1.74,6023.21,2483.01,56.16,0.0,organic
6333,7/19/2015,Q3,2015,27,1.72,5031.11,2002.52,61.91,0.0,organic
6334,7/12/2015,Q3,2015,27,1.89,5281.36,1639.19,49.62,0.0,organic
6335,7/5/2015,Q3,2015,27,1.82,2529.35,1659.51,16.91,0.0,organic
6336,7/31/2016,Q3,2016,27,1.84,7013.82,3289.24,134.58,0.0,organic
6337,7/24/2016,Q3,2016,27,1.81,8411.92,3787.14,211.45,0.0,organic
6338,7/17/2016,Q3,2016,27,1.9,6345.68,3281.75,175.52,0.0,organic
6339,7/10/2016,Q3,2016,27,1.53,9912.51,2719.12,221.76,0.0,organic
6340,7/3/2016,Q3,2016,27,1.32,9029.86,2606.85,228.87,0.0,organic
6341,7/30/2017,Q3,2017,27,1.69,4640.87,104.79,712.46,0.0,organic
6342,7/23/2017,Q3,2017,27,1.79,4731.7,89.48,833.81,0.0,organic
6343,7/16/2017,Q3,2017,27,1.86,4968.49,191.79,1118.94,0.0,organic
6344,7/9/2017,Q3,2017,27,1.9,5505.07,262.72,1460.13,0.0,organic
6345,7/2/2017,Q3,2017,27,2.17,8059.1,811.06,4168.04,0.0,organic
6346,7/26/2015,Q3,2015,28,1.36,373032.23,16844.86,251976.91,856.78,conventional
6347,7/19/2015,Q3,2015,28,1.39,369973.99,15791.25,237182.53,1472.69,conventional
6348,7/12/2015,Q3,2015,28,1.38,372062.3,15106.58,233808.22,1885.79,conventional
6349,7/5/2015,Q3,2015,28,1.25,460459.45,16232.83,306535.67,1024.11,conventional
6350,7/31/2016,Q3,2016,28,1.57,376353.23,15974.97,180678.21,12676.62,conventional
6351,7/24/2016,Q3,2016,28,1.56,389534.59,13780.15,184981.97,13602.94,conventional
6352,7/17/2016,Q3,2016,28,1.52,392041.56,14420.42,190535.1,17208.53,conventional
6353,7/10/2016,Q3,2016,28,1.47,420054.95,15583.43,211189.05,20445.49,conventional
6354,7/3/2016,Q3,2016,28,1.47,427325.17,14355.22,219161.41,25016.94,conventional
6355,7/30/2017,Q3,2017,28,1.47,404029.77,36123.33,238811.54,1343.6,conventional
6356,7/23/2017,Q3,2017,28,1.47,393360.73,35968.15,227600.65,415.16,conventional
6357,7/16/2017,Q3,2017,28,1.51,381469.09,42039.06,224289.93,513.38,conventional
6358,7/9/2017,Q3,2017,28,1.59,406120.55,44522.78,225551.84,494.66,conventional
6359,7/2/2017,Q3,2017,28,1.68,365488.32,38790.35,196153.79,582.2,conventional
6360,7/26/2015,Q3,2015,28,1.92,3072.46,280.52,1802.84,28.73,organic
6361,7/19/2015,Q3,2015,28,1.97,5289.63,250.13,1960.21,11.59,organic
6362,7/12/2015,Q3,2015,28,1.98,2617.63,442.82,1768.81,33.86,organic
6363,7/5/2015,Q3,2015,28,2.03,3075.46,318.9,1596.46,12.91,organic
6364,7/31/2016,Q3,2016,28,2.2,7431.86,666.13,3284.48,14.18,organic
6365,7/24/2016,Q3,2016,28,2.07,7958.25,625.46,3547.92,16.71,organic
6366,7/17/2016,Q3,2016,28,2.16,13247.34,855.59,4251.85,20.67,organic
6367,7/10/2016,Q3,2016,28,2.15,10301.6,1248.06,4556.18,24.96,organic
6368,7/3/2016,Q3,2016,28,2.16,10437.32,1027.88,4846.32,15.16,organic
6369,7/30/2017,Q3,2017,28,1.74,21425.41,689.81,4317.72,6.13,organic
6370,7/23/2017,Q3,2017,28,1.59,28255.5,998.55,5290.65,7.86,organic
6371,7/16/2017,Q3,2017,28,1.63,25573.07,2091.63,6078.08,27.59,organic
6372,7/9/2017,Q3,2017,28,2.36,10675.62,968.76,4706.74,5.89,organic
6373,7/2/2017,Q3,2017,28,2.33,13643.23,1162.18,6156.45,7.31,organic
6374,7/26/2015,Q3,2015,29,0.77,903242.22,579515.76,204147.69,8805.55,conventional
6375,7/19/2015,Q3,2015,29,0.76,928600.19,608209.31,200732.5,4302.29,conventional
6376,7/12/2015,Q3,2015,29,0.7,1015567.49,689407.92,201234.96,4759.57,conventional
6377,7/5/2015,Q3,2015,29,0.56,1456835.79,1096452.67,220124.25,5251.74,conventional
6378,7/31/2016,Q3,2016,29,1.0,851296.1,392455.55,202783.6,11881.45,conventional
6379,7/24/2016,Q3,2016,29,0.94,922526.29,423672.75,201696.43,12392.31,conventional
6380,7/17/2016,Q3,2016,29,0.92,864516.85,410870.87,188086.51,11537.0,conventional
6381,7/10/2016,Q3,2016,29,0.89,995347.5,485473.19,213070.45,11651.42,conventional
6382,7/3/2016,Q3,2016,29,0.77,1069905.64,539428.95,249521.81,14795.19,conventional
6383,7/30/2017,Q3,2017,29,0.96,930918.01,482854.07,163669.16,12228.42,conventional
6384,7/23/2017,Q3,2017,29,0.89,1072590.2,540131.79,267082.3,12298.76,conventional
6385,7/16/2017,Q3,2017,29,0.92,973521.7,499391.8,211064.2,12355.98,conventional
6386,7/9/2017,Q3,2017,29,0.75,1347858.68,568223.72,232289.27,12866.51,conventional
6387,7/2/2017,Q3,2017,29,0.77,1224659.64,551528.3,185311.58,14893.87,conventional
6388,7/26/2015,Q3,2015,29,1.85,7178.36,5314.12,1303.35,0.0,organic
6389,7/19/2015,Q3,2015,29,1.85,6428.81,4840.08,1182.27,0.0,organic
6390,7/12/2015,Q3,2015,29,1.82,8064.16,5715.78,1462.53,0.0,organic
6391,7/5/2015,Q3,2015,29,1.72,10481.04,7517.21,1465.5,0.0,organic
6392,7/31/2016,Q3,2016,29,2.19,10363.16,4126.75,3944.27,0.0,organic
6393,7/24/2016,Q3,2016,29,2.08,11457.48,4721.06,4139.87,0.0,organic
6394,7/17/2016,Q3,2016,29,1.77,14216.44,6636.6,4590.54,0.0,organic
6395,7/10/2016,Q3,2016,29,1.82,13993.22,6134.5,4632.45,0.0,organic
6396,7/3/2016,Q3,2016,29,1.65,14055.26,6214.62,4300.63,0.0,organic
6397,7/30/2017,Q3,2017,29,1.9,10625.79,2777.53,3021.23,0.0,organic
6398,7/23/2017,Q3,2017,29,2.04,10327.71,2881.74,3345.03,0.0,organic
6399,7/16/2017,Q3,2017,29,2.06,10160.75,1986.97,3845.18,0.0,organic
6400,7/9/2017,Q3,2017,29,1.84,11854.84,2378.75,4376.29,0.0,organic
6401,7/2/2017,Q3,2017,29,2.02,10239.04,3244.01,3587.62,0.0,organic
6402,7/26/2015,Q3,2015,30,1.43,68936.46,1421.76,40238.45,1088.54,conventional
6403,7/19/2015,Q3,2015,30,1.44,73321.36,1296.93,43696.6,1675.99,conventional
6404,7/12/2015,Q3,2015,30,1.48,68846.81,1229.69,40944.72,2652.87,conventional
6405,7/5/2015,Q3,2015,30,1.23,115579.5,1635.6,67122.02,5316.06,conventional
6406,7/31/2016,Q3,2016,30,1.42,94553.4,1433.04,52790.96,943.41,conventional
6407,7/24/2016,Q3,2016,30,1.35,104420.57,1548.98,55308.86,1232.52,conventional
6408,7/17/2016,Q3,2016,30,1.25,113655.96,1416.4,54927.04,1132.71,conventional
6409,7/10/2016,Q3,2016,30,1.29,111914.65,1536.94,57549.45,1294.98,conventional
6410,7/3/2016,Q3,2016,30,1.36,128114.61,1481.6,68197.33,1266.4,conventional
6411,7/30/2017,Q3,2017,30,1.29,104351.36,41263.14,27919.48,1465.5,conventional
6412,7/23/2017,Q3,2017,30,1.29,105012.68,42723.4,25661.41,1369.42,conventional
6413,7/16/2017,Q3,2017,30,1.26,106344.95,44572.1,26346.56,1538.54,conventional
6414,7/9/2017,Q3,2017,30,1.25,116575.48,45339.5,30916.91,1471.62,conventional
6415,7/2/2017,Q3,2017,30,1.25,124868.74,50926.04,30335.71,1779.51,conventional
6416,7/26/2015,Q3,2015,30,1.46,1190.83,533.17,38.93,0.0,organic
6417,7/19/2015,Q3,2015,30,1.83,753.64,516.18,46.15,0.0,organic
6418,7/12/2015,Q3,2015,30,1.81,1279.45,695.61,126.26,0.0,organic
6419,7/5/2015,Q3,2015,30,1.83,1383.67,751.58,204.51,0.0,organic
6420,7/31/2016,Q3,2016,30,1.49,6155.8,844.08,245.9,3.35,organic
6421,7/24/2016,Q3,2016,30,1.46,5495.34,657.46,163.95,0.0,organic
6422,7/17/2016,Q3,2016,30,1.44,5896.38,608.4,197.45,0.0,organic
6423,7/10/2016,Q3,2016,30,1.49,2672.71,332.96,537.09,0.0,organic
6424,7/3/2016,Q3,2016,30,1.47,3486.32,252.15,525.74,0.0,organic
6425,7/30/2017,Q3,2017,30,1.43,10125.12,945.2,16.88,0.0,organic
6426,7/23/2017,Q3,2017,30,1.28,11391.33,388.46,22.35,0.0,organic
6427,7/16/2017,Q3,2017,30,1.42,8571.31,533.67,8.53,0.0,organic
6428,7/9/2017,Q3,2017,30,1.58,7955.6,965.46,11.98,0.0,organic
6429,7/2/2017,Q3,2017,30,1.58,8002.38,865.57,36.1,0.0,organic
6430,7/26/2015,Q3,2015,31,1.18,433999.24,178906.95,171527.43,17189.62,conventional
6431,7/19/2015,Q3,2015,31,1.18,446862.52,188492.76,180269.35,16444.94,conventional
6432,7/12/2015,Q3,2015,31,1.02,568129.75,264203.19,187613.16,17027.48,conventional
6433,7/5/2015,Q3,2015,31,1.19,574999.04,215805.97,273227.27,22969.6,conventional
6434,7/31/2016,Q3,2016,31,1.02,608614.15,135646.65,130929.72,15066.52,conventional
6435,7/24/2016,Q3,2016,31,0.97,602085.03,135877.37,142590.49,16246.36,conventional
6436,7/17/2016,Q3,2016,31,0.93,612572.73,138377.47,140619.34,16322.19,conventional
6437,7/10/2016,Q3,2016,31,0.98,669673.68,158448.06,152086.54,15965.08,conventional
6438,7/3/2016,Q3,2016,31,0.98,728681.01,162120.67,189257.93,20839.47,conventional
6439,7/30/2017,Q3,2017,31,1.34,575652.16,145857.23,211102.06,14356.83,conventional
6440,7/23/2017,Q3,2017,31,1.15,606128.4,163681.81,240248.53,15020.34,conventional
6441,7/16/2017,Q3,2017,31,1.38,530468.65,141903.05,173049.68,14908.1,conventional
6442,7/9/2017,Q3,2017,31,0.7,1136070.26,228987.68,231828.52,13755.65,conventional
6443,7/2/2017,Q3,2017,31,0.99,767074.64,138050.07,193657.22,15389.61,conventional
6444,7/26/2015,Q3,2015,31,1.96,23093.97,6781.43,14705.3,28.07,organic
6445,7/19/2015,Q3,2015,31,1.37,55813.66,8464.13,38289.79,9.93,organic
6446,7/12/2015,Q3,2015,31,1.82,24707.16,9115.52,12902.48,4.98,organic
6447,7/5/2015,Q3,2015,31,1.93,24954.8,8938.08,14928.33,3.33,organic
6448,7/31/2016,Q3,2016,31,1.64,30036.81,5706.06,11094.56,0.0,organic
6449,7/24/2016,Q3,2016,31,2.25,20483.39,5280.24,13778.08,9.85,organic
6450,7/17/2016,Q3,2016,31,1.86,29018.17,4204.19,15792.98,26.31,organic
6451,7/10/2016,Q3,2016,31,1.66,27248.92,5420.57,11123.92,19.77,organic
6452,7/3/2016,Q3,2016,31,1.33,45380.46,6123.5,12522.6,0.0,organic
6453,7/30/2017,Q3,2017,31,2.29,28171.21,6085.95,8191.27,25.18,organic
6454,7/23/2017,Q3,2017,31,2.35,28248.08,2185.42,10316.01,8.19,organic
6455,7/16/2017,Q3,2017,31,2.33,28189.28,3130.81,8104.86,5.04,organic
6456,7/9/2017,Q3,2017,31,1.66,39752.74,2463.61,11058.61,0.0,organic
6457,7/2/2017,Q3,2017,31,1.93,35248.52,6316.51,10620.11,5.02,organic
6458,7/26/2015,Q3,2015,32,1.2,232204.85,50568.58,52944.26,41446.55,conventional
6459,7/19/2015,Q3,2015,32,1.2,246513.23,46281.36,63762.88,45046.22,conventional
6460,7/12/2015,Q3,2015,32,1.19,247167.15,38293.85,78845.11,42204.73,conventional
6461,7/5/2015,Q3,2015,32,1.16,275670.52,42042.96,103086.21,40891.64,conventional
6462,7/31/2016,Q3,2016,32,1.33,273951.5,59207.74,116645.19,25331.72,conventional
6463,7/24/2016,Q3,2016,32,1.31,279159.58,52638.44,114295.77,26360.8,conventional
6464,7/17/2016,Q3,2016,32,1.28,279442.6,47084.06,109983.48,29372.59,conventional
6465,7/10/2016,Q3,2016,32,1.2,303559.52,43145.57,124463.71,42699.88,conventional
6466,7/3/2016,Q3,2016,32,1.14,307215.96,64011.81,107878.42,44752.61,conventional
6467,7/30/2017,Q3,2017,32,1.31,289052.93,88828.86,96173.17,5723.72,conventional
6468,7/23/2017,Q3,2017,32,1.31,286761.46,72790.4,94919.48,6495.0,conventional
6469,7/16/2017,Q3,2017,32,1.3,270590.36,54756.27,94289.74,6881.95,conventional
6470,7/9/2017,Q3,2017,32,1.25,309542.11,92214.73,91091.46,5985.39,conventional
6471,7/2/2017,Q3,2017,32,1.22,314536.29,95259.45,93112.35,6531.77,conventional
6472,7/26/2015,Q3,2015,32,1.77,6381.57,142.93,2831.38,791.99,organic
6473,7/19/2015,Q3,2015,32,1.76,6069.35,93.14,2710.15,780.46,organic
6474,7/12/2015,Q3,2015,32,1.77,6764.37,141.82,2811.84,822.95,organic
6475,7/5/2015,Q3,2015,32,1.82,6774.43,136.82,2955.8,1021.45,organic
6476,7/31/2016,Q3,2016,32,1.68,15250.82,326.34,7146.4,1131.55,organic
6477,7/24/2016,Q3,2016,32,1.72,15012.57,285.28,6934.87,1420.55,organic
6478,7/17/2016,Q3,2016,32,1.76,12786.12,340.07,4953.1,1036.51,organic
6479,7/10/2016,Q3,2016,32,1.87,10162.11,331.62,3715.44,647.37,organic
6480,7/3/2016,Q3,2016,32,1.88,9151.31,241.13,3230.39,722.22,organic
6481,7/30/2017,Q3,2017,32,2.11,9179.77,269.89,5176.93,195.51,organic
6482,7/23/2017,Q3,2017,32,1.95,10503.59,159.08,5194.4,192.67,organic
6483,7/16/2017,Q3,2017,32,1.99,10827.99,148.68,5715.34,222.11,organic
6484,7/9/2017,Q3,2017,32,1.97,10835.76,101.76,5697.63,240.83,organic
6485,7/2/2017,Q3,2017,32,2.05,8342.87,139.69,5019.56,219.17,organic
6486,7/26/2015,Q3,2015,33,1.03,222882.86,74157.71,86910.45,11762.3,conventional
6487,7/19/2015,Q3,2015,33,1.02,225259.93,74921.22,84052.93,12403.89,conventional
6488,7/12/2015,Q3,2015,33,1.02,234568.8,80375.78,90573.83,12718.46,conventional
6489,7/5/2015,Q3,2015,33,1.01,287571.95,94880.31,118022.58,15212.24,conventional
6490,7/31/2016,Q3,2016,33,1.17,245374.63,85721.72,86666.66,9342.86,conventional
6491,7/24/2016,Q3,2016,33,1.07,272728.01,96397.86,91585.66,9256.75,conventional
6492,7/17/2016,Q3,2016,33,1.06,264253.28,82855.27,92471.42,9386.11,conventional
6493,7/10/2016,Q3,2016,33,1.02,296610.12,87547.8,117236.14,12340.78,conventional
6494,7/3/2016,Q3,2016,33,0.99,305399.4,89753.36,116413.77,14142.27,conventional
6495,7/30/2017,Q3,2017,33,1.26,229911.14,61959.41,85046.12,1831.32,conventional
6496,7/23/2017,Q3,2017,33,1.13,266821.34,96431.74,83045.48,2068.65,conventional
6497,7/16/2017,Q3,2017,33,1.17,267806.51,89083.09,79805.02,1830.85,conventional
6498,7/9/2017,Q3,2017,33,1.19,257780.31,71681.98,84932.95,2084.36,conventional
6499,7/2/2017,Q3,2017,33,1.21,257162.16,71544.84,83589.78,2458.8,conventional
6500,7/26/2015,Q3,2015,33,1.41,6734.91,138.93,4129.59,342.54,organic
6501,7/19/2015,Q3,2015,33,1.35,5879.03,84.51,3233.96,428.5,organic
6502,7/12/2015,Q3,2015,33,1.28,6873.18,119.94,3413.01,413.27,organic
6503,7/5/2015,Q3,2015,33,1.49,5999.26,77.05,3608.18,516.81,organic
6504,7/31/2016,Q3,2016,33,1.39,8573.51,181.07,3715.62,360.94,organic
6505,7/24/2016,Q3,2016,33,1.44,8316.29,76.6,3877.35,585.62,organic
6506,7/17/2016,Q3,2016,33,1.5,9628.02,161.18,4390.15,500.26,organic
6507,7/10/2016,Q3,2016,33,1.41,8691.34,190.48,4922.65,464.29,organic
6508,7/3/2016,Q3,2016,33,1.44,7492.18,199.81,4533.08,419.71,organic
6509,7/30/2017,Q3,2017,33,1.56,14439.15,623.91,4519.06,138.65,organic
6510,7/23/2017,Q3,2017,33,1.45,17819.23,490.84,4973.46,117.18,organic
6511,7/16/2017,Q3,2017,33,1.71,11521.01,556.0,4078.58,201.95,organic
6512,7/9/2017,Q3,2017,33,1.81,11717.1,720.65,5308.78,142.87,organic
6513,7/2/2017,Q3,2017,33,1.84,10106.75,649.11,4909.0,127.57,organic
6514,7/26/2015,Q3,2015,34,1.04,118455.23,48519.87,38794.48,67.53,conventional
6515,7/19/2015,Q3,2015,34,1.04,124246.77,48761.54,41554.57,110.24,conventional
6516,7/12/2015,Q3,2015,34,1.06,128054.41,50647.98,42235.42,740.63,conventional
6517,7/5/2015,Q3,2015,34,1.05,147749.25,54928.79,51261.23,2541.99,conventional
6518,7/31/2016,Q3,2016,34,1.07,143067.18,44288.47,43886.04,92.05,conventional
6519,7/24/2016,Q3,2016,34,1.04,150126.91,45204.04,41843.9,61.47,conventional
6520,7/17/2016,Q3,2016,34,1.04,144948.27,42725.53,45126.99,138.97,conventional
6521,7/10/2016,Q3,2016,34,1.01,158961.77,46152.7,54601.35,140.66,conventional
6522,7/3/2016,Q3,2016,34,0.99,164583.69,42474.31,55215.66,153.08,conventional
6523,7/30/2017,Q3,2017,34,1.29,123476.6,25323.09,41333.21,182.21,conventional
6524,7/23/2017,Q3,2017,34,1.17,141148.36,36513.08,40395.65,320.79,conventional
6525,7/16/2017,Q3,2017,34,1.16,159919.52,42470.79,40719.18,222.19,conventional
6526,7/9/2017,Q3,2017,34,1.11,157797.53,29283.77,43863.9,232.79,conventional
6527,7/2/2017,Q3,2017,34,1.13,156098.42,29008.07,44059.61,88.93,conventional
6528,7/26/2015,Q3,2015,34,1.34,7695.34,115.02,4828.27,0.0,organic
6529,7/19/2015,Q3,2015,34,1.19,7688.92,131.74,4316.66,0.0,organic
6530,7/12/2015,Q3,2015,34,1.14,8970.72,125.1,4732.53,0.0,organic
6531,7/5/2015,Q3,2015,34,1.37,7883.53,169.14,5367.15,0.0,organic
6532,7/31/2016,Q3,2016,34,1.2,8671.66,222.38,3754.04,0.0,organic
6533,7/24/2016,Q3,2016,34,1.51,7005.43,149.8,4086.11,0.0,organic
6534,7/17/2016,Q3,2016,34,1.49,7945.23,127.28,4064.76,0.0,organic
6535,7/10/2016,Q3,2016,34,1.33,9499.39,118.72,5339.53,0.0,organic
6536,7/3/2016,Q3,2016,34,1.52,7064.25,118.52,4615.38,0.0,organic
6537,7/30/2017,Q3,2017,34,1.59,7786.03,310.32,2134.34,0.0,organic
6538,7/23/2017,Q3,2017,34,1.49,9901.85,365.76,2772.19,0.0,organic
6539,7/16/2017,Q3,2017,34,1.64,6337.48,242.19,2225.86,0.0,organic
6540,7/9/2017,Q3,2017,34,1.62,9008.58,327.53,2701.41,0.0,organic
6541,7/2/2017,Q3,2017,34,1.78,5965.12,212.95,2696.9,0.0,organic
6542,7/26/2015,Q3,2015,35,1.32,395471.89,130034.73,200668.51,13184.96,conventional
6543,7/19/2015,Q3,2015,35,1.29,404604.85,130412.82,210334.54,9285.1,conventional
6544,7/12/2015,Q3,2015,35,1.23,411928.38,130109.66,218611.12,6078.13,conventional
6545,7/5/2015,Q3,2015,35,1.26,550810.62,161220.26,305122.62,17131.92,conventional
6546,7/31/2016,Q3,2016,35,1.4,466095.04,140605.4,255278.9,16262.28,conventional
6547,7/24/2016,Q3,2016,35,1.42,450895.76,123359.06,253984.19,18157.79,conventional
6548,7/17/2016,Q3,2016,35,1.31,471698.22,150251.55,237468.05,16900.69,conventional
6549,7/10/2016,Q3,2016,35,1.26,489099.02,164624.96,231260.34,20004.7,conventional
6550,7/3/2016,Q3,2016,35,1.24,565017.74,163405.3,303029.74,24533.11,conventional
6551,7/30/2017,Q3,2017,35,1.41,503413.12,149729.73,306327.51,2243.53,conventional
6552,7/23/2017,Q3,2017,35,1.46,444230.79,148014.47,247469.68,2242.49,conventional
6553,7/16/2017,Q3,2017,35,1.58,461109.34,159107.69,257399.67,4592.03,conventional
6554,7/9/2017,Q3,2017,35,1.44,505422.37,174813.37,267561.36,13473.26,conventional
6555,7/2/2017,Q3,2017,35,1.55,509256.0,157249.59,285875.16,12975.27,conventional
6556,7/26/2015,Q3,2015,35,2.12,8182.86,2850.16,5160.65,0.0,organic
6557,7/19/2015,Q3,2015,35,1.98,9560.55,3147.29,6150.55,0.0,organic
6558,7/12/2015,Q3,2015,35,1.72,13720.73,5333.14,7961.62,0.0,organic
6559,7/5/2015,Q3,2015,35,1.86,9756.1,4437.96,5180.96,0.0,organic
6560,7/31/2016,Q3,2016,35,2.19,7426.56,1534.01,5582.08,2.66,organic
6561,7/24/2016,Q3,2016,35,2.15,7348.62,1607.42,5412.41,2.66,organic
6562,7/17/2016,Q3,2016,35,2.14,7715.38,1596.88,5807.8,0.0,organic
6563,7/10/2016,Q3,2016,35,2.13,8347.48,1784.58,6221.27,0.0,organic
6564,7/3/2016,Q3,2016,35,2.13,9057.29,1931.88,6761.58,0.0,organic
6565,7/30/2017,Q3,2017,35,1.86,5676.06,811.56,2096.87,0.0,organic
6566,7/23/2017,Q3,2017,35,1.97,7041.27,1474.65,2451.59,0.0,organic
6567,7/16/2017,Q3,2017,35,2.19,5103.37,1251.0,2443.85,0.0,organic
6568,7/9/2017,Q3,2017,35,2.36,3562.52,1253.12,1982.16,0.0,organic
6569,7/2/2017,Q3,2017,35,2.32,4572.42,1472.51,2437.84,2.7,organic
6570,7/26/2015,Q3,2015,36,1.1,495344.27,279280.58,161574.35,16605.49,conventional
6571,7/19/2015,Q3,2015,36,1.15,462526.0,258240.72,142492.68,16611.22,conventional
6572,7/12/2015,Q3,2015,36,1.1,490312.63,251056.27,182844.55,14524.67,conventional
6573,7/5/2015,Q3,2015,36,1.05,587740.55,328818.07,187820.87,18794.71,conventional
6574,7/31/2016,Q3,2016,36,1.16,522678.71,156893.23,167605.98,18152.4,conventional
6575,7/24/2016,Q3,2016,36,1.18,526657.41,168729.48,168789.85,22671.76,conventional
6576,7/17/2016,Q3,2016,36,1.12,519567.72,169871.43,161029.99,23096.26,conventional
6577,7/10/2016,Q3,2016,36,0.98,604082.24,186258.97,204704.57,20782.97,conventional
6578,7/3/2016,Q3,2016,36,1.04,613005.97,182471.65,186674.1,29141.44,conventional
6579,7/30/2017,Q3,2017,36,1.48,444013.66,174486.03,137655.83,21223.58,conventional
6580,7/23/2017,Q3,2017,36,1.46,455369.95,190512.25,135877.1,19475.81,conventional
6581,7/16/2017,Q3,2017,36,1.48,449543.62,181912.69,134913.99,22438.5,conventional
6582,7/9/2017,Q3,2017,36,1.21,575413.33,216297.72,151179.81,16976.57,conventional
6583,7/2/2017,Q3,2017,36,1.23,584480.72,200562.02,165727.23,23222.54,conventional
6584,7/26/2015,Q3,2015,36,1.71,10276.01,2844.3,7142.17,0.0,organic
